Order_Date,Country,Product_Category,Sales_Amount,Profit_Margin,Shipping_Cost,Order_Status,Profit_Amount,Gross_Profit,Net_Profit
2024-02-21,France,Home Decor,1632.95,0.29,35.01,Returned,473.5555,473.5555,438.5455
2024-02-22,France,Beauty,1691.9,0.17,16.8,Returned,287.62300000000005,287.62300000000005,270.82300000000004
2024-02-22,UK,Home Decor,1730.93,0.12,94.67,Returned,207.7116,207.7116,113.0416
2024-02-22,Unknown,Home Decor,1985.34,0.07,78.49,Cancelled,138.9738,138.9738,60.483800000000016
2024-02-22,France,Sports,1452.74,0.29,90.14,Returned,421.29459999999995,421.29459999999995,331.15459999999996
2024-02-23,USA,Home Decor,1769.76,0.11,22.63,Delivered,194.6736,194.6736,172.0436
2024-02-23,Germany,Sports,852.94,0.26,28.56,Cancelled,221.76440000000002,221.76440000000002,193.20440000000002
2024-02-23,USA,Beauty,1025.6795811518323,0.16,13.5,Returned,164.10873298429317,164.10873298429317,150.60873298429317
2024-02-23,France,Sports,1309.33,0.14,33.78,Not Available,183.30620000000002,183.30620000000002,149.52620000000002
2024-02-23,France,Sports,1058.67,0.17,43.16,Not Available,179.97390000000001,179.97390000000001,136.81390000000002
2024-02-24,France,Fashion,957.15,0.23,93.36,Delivered,220.1445,220.1445,126.7845
2024-02-27,UK,Others,1319.4,0.1,45.27,Delivered,131.94000000000003,131.94000000000003,86.67000000000002
2024-02-27,Unknown,Fashion,1035.15,0.25,15.98,Returned,258.7875,258.7875,242.80750000000003
2024-02-27,UK,Beauty,1690.82,0.16,33.77,Not Available,270.5312,270.5312,236.7612
2024-02-28,Unknown,Beauty,505.74,0.12,52.92,Returned,60.6888,60.6888,7.768799999999999
2024-02-29,France,Fashion,1786.0,0.25,77.5,Not Available,446.5,446.5,369.0
2024-02-29,UK,Electronics,1196.99,0.1,70.56,Not Available,119.69900000000001,119.69900000000001,49.13900000000001
2024-03-02,France,Beauty,1637.24,0.21,77.88,Not Available,343.8204,343.8204,265.9404
2024-03-02,Unknown,Fashion,1335.74,0.13,59.18,Delivered,173.6462,173.6462,114.46619999999999
2024-03-03,Germany,Home Decor,1299.61,0.07,97.58,Returned,90.9727,90.9727,-6.607299999999995
2024-03-03,Unknown,Sports,908.63,0.21,53.56,Not Available,190.8123,190.8123,137.2523
2024-03-03,USA,Fashion,263.99,0.18,34.67,Delivered,47.5182,47.5182,12.848199999999999
2024-03-05,Germany,Beauty,313.57,0.06,35.42,Delivered,18.8142,18.8142,-16.605800000000002
2024-03-06,USA,Others,1808.44,0.26,31.15,Delivered,470.19440000000003,470.19440000000003,439.04440000000005
2024-03-08,Canada,Sports,555.63,0.29,69.78,Delivered,161.1327,161.1327,91.3527
2024-03-15,UK,Electronics,222.77,0.14,66.72,Returned,31.187800000000003,31.187800000000003,-35.532199999999996
2024-03-21,Germany,Home Decor,1245.23,0.26,46.32,Not Available,323.75980000000004,323.75980000000004,277.43980000000005
2024-03-21,Canada,Fashion,1317.89,0.14,37.35,Delivered,184.50460000000004,184.50460000000004,147.15460000000004
2024-03-21,France,Electronics,120.51,0.07,69.1,Delivered,8.4357,8.4357,-60.6643
2024-03-26,USA,Home Decor,1689.7,0.25,97.32,Delivered,422.425,422.425,325.105
2024-03-28,Unknown,Home Decor,1209.23,0.06,98.31,Returned,72.5538,72.5538,-25.756200000000007
2024-03-29,USA,Others,1346.58,0.28,20.67,Not Available,377.04240000000004,377.04240000000004,356.3724
2024-04-01,UK,Beauty,1721.5,0.08,43.53,Returned,137.72,137.72,94.19
2024-04-01,Germany,Sports,1691.96,0.06,77.88,Cancelled,101.5176,101.5176,23.637600000000006
2024-04-01,USA,Beauty,737.13,0.21,72.31,Not Available,154.7973,154.7973,82.4873
2024-04-04,UK,Sports,539.38,0.23,60.12,Not Available,124.0574,124.0574,63.937400000000004
2024-04-05,Germany,Sports,1002.07,0.17,98.07,Delivered,170.35190000000003,170.35190000000003,72.28190000000004
2024-04-05,USA,Electronics,131.8,0.08,95.0,Cancelled,10.544,10.544,-84.456
2024-04-06,Germany,Beauty,1290.77,0.29,28.24,Not Available,374.32329999999996,374.32329999999996,346.08329999999995
2024-04-06,UK,Fashion,1000.76,0.07,64.95,Delivered,70.0532,70.0532,5.103200000000001
2024-04-07,Unknown,Fashion,1201.18,0.08,95.21,Not Available,96.09440000000001,96.09440000000001,0.8844000000000136
2024-04-08,France,Home Decor,1021.6,0.24,56.93,Returned,245.184,245.184,188.254
2024-04-08,France,Beauty,849.31,0.23,11.97,Delivered,195.3413,195.3413,183.3713
2024-04-08,USA,Sports,1708.7,0.12,47.42,Cancelled,205.044,205.044,157.62400000000002
2024-04-08,Canada,Sports,1266.6,0.06,69.49,Delivered,75.996,75.996,6.506
2024-04-08,USA,Beauty,1025.6795811518323,0.21,56.73,Delivered,215.39271204188478,215.39271204188478,158.6627120418848
2024-04-08,USA,Sports,1025.6795811518323,0.23,29.3,Returned,235.90630366492144,235.90630366492144,206.60630366492143
2024-04-09,Unknown,Sports,1976.18,0.21,86.84,Returned,414.9978,414.9978,328.15779999999995
2024-04-10,Canada,Sports,74.58,0.17,76.8,Not Available,12.678600000000001,12.678600000000001,-64.1214
2024-04-10,France,Home Decor,857.55,0.15,13.82,Returned,128.6325,128.6325,114.8125
2024-04-10,USA,Electronics,775.73,0.19,26.14,Returned,147.3887,147.3887,121.2487
2024-04-12,Unknown,Electronics,1723.45,0.07,68.87,Cancelled,120.64150000000001,120.64150000000001,51.7715
2024-04-13,Germany,Sports,1869.57,0.29,68.44,Delivered,542.1753,542.1753,473.7353
2024-04-13,USA,Fashion,1747.63,0.12,83.92,Returned,209.7156,209.7156,125.7956
2024-04-15,Unknown,Fashion,824.11,0.13,13.24,Cancelled,107.13430000000001,107.13430000000001,93.89430000000002
2024-04-15,Unknown,Electronics,517.75,0.12,16.93,Delivered,62.129999999999995,62.129999999999995,45.199999999999996
2024-04-17,USA,Beauty,1060.9,0.22,87.64,Returned,233.39800000000002,233.39800000000002,145.75800000000004
2024-04-17,Germany,Beauty,1476.42,0.19,78.28,Not Available,280.51980000000003,280.51980000000003,202.23980000000003
2024-04-21,USA,Home Decor,1598.68,0.25,75.95,Cancelled,399.67,399.67,323.72
2024-04-21,UK,Electronics,1582.02,0.18,36.31,Not Available,284.7636,284.7636,248.4536
2024-04-22,Canada,Beauty,892.55,0.19,97.36,Returned,169.5845,169.5845,72.22449999999999
2024-04-22,Canada,Beauty,480.19,0.08,32.35,Returned,38.4152,38.4152,6.065199999999997
2024-04-22,Unknown,Beauty,519.35,0.13,73.41,Not Available,67.5155,67.5155,-5.894499999999994
2024-04-22,USA,Fashion,1960.94,0.2,27.91,Not Available,392.18800000000005,392.18800000000005,364.278
2024-04-22,Germany,Home Decor,488.0,0.09,56.68,Delivered,43.92,43.92,-12.759999999999998
2024-04-23,Canada,Beauty,945.52,0.22,11.63,Not Available,208.0144,208.0144,196.3844
2024-04-25,Unknown,Beauty,273.8,0.21,72.68,Cancelled,57.498,57.498,-15.18200000000001
2024-04-25,Unknown,Electronics,896.34,0.07,50.89,Returned,62.74380000000001,62.74380000000001,11.853800000000007
2024-04-25,Germany,Electronics,1339.67,0.14,91.55,Cancelled,187.55380000000002,187.55380000000002,96.00380000000003
2024-04-29,USA,Beauty,1025.6795811518323,0.07,69.36,Delivered,71.79757068062827,71.79757068062827,2.4375706806282693
2024-04-29,Canada,Beauty,908.39,0.07,90.58,Cancelled,63.587300000000006,63.587300000000006,-26.992699999999992
2024-04-30,Unknown,Electronics,1560.57,0.2,84.95,Cancelled,312.11400000000003,312.11400000000003,227.16400000000004
2024-05-02,UK,Home Decor,1465.66,0.19,70.84,Returned,278.47540000000004,278.47540000000004,207.63540000000003
2024-05-03,UK,Beauty,362.14,0.17,73.1,Cancelled,61.5638,61.5638,-11.536199999999994
2024-05-03,France,Fashion,246.24,0.28,26.91,Cancelled,68.94720000000001,68.94720000000001,42.03720000000001
2024-05-04,UK,Home Decor,212.75,0.26,82.4,Delivered,55.315000000000005,55.315000000000005,-27.085
2024-05-05,France,Sports,1025.6795811518323,0.16,64.33,Cancelled,164.10873298429317,164.10873298429317,99.77873298429317
2024-05-06,UK,Home Decor,693.92,0.13,71.98,Returned,90.2096,90.2096,18.22959999999999
2024-05-07,UK,Home Decor,373.26,0.14,64.51,Returned,52.256400000000006,52.256400000000006,-12.253599999999999
2024-05-07,USA,Fashion,1018.1,0.22,41.84,Delivered,223.982,223.982,182.142
2024-05-07,Unknown,Beauty,215.34,0.14,87.88,Returned,30.147600000000004,30.147600000000004,-57.73239999999999
2024-05-07,Unknown,Fashion,444.84,0.08,49.1,Delivered,35.587199999999996,35.587199999999996,-13.512800000000006
2024-05-08,UK,Others,658.04,0.18,10.0,Delivered,118.4472,118.4472,108.4472
2024-05-08,France,Fashion,340.33,0.27,65.2,Cancelled,91.8891,91.8891,26.689099999999996
2024-05-09,Germany,Home Decor,948.05,0.21,16.93,Delivered,199.0905,199.0905,182.16049999999998
2024-05-09,Canada,Sports,435.07,0.1,41.19,Not Available,43.507000000000005,43.507000000000005,2.3170000000000073
2024-05-10,Canada,Beauty,1550.14,0.07,36.69,Not Available,108.50980000000001,108.50980000000001,71.81980000000001
2024-05-10,UK,Home Decor,1917.37,0.11,29.99,Cancelled,210.9107,210.9107,180.92069999999998
2024-05-10,France,Beauty,1580.55,0.26,62.6,Delivered,410.943,410.943,348.34299999999996
2024-05-10,Unknown,Beauty,838.42,0.24,27.72,Not Available,201.22079999999997,201.22079999999997,173.50079999999997
2024-05-13,Canada,Sports,1291.51,0.14,14.65,Returned,180.81140000000002,180.81140000000002,166.16140000000001
2024-05-14,France,Fashion,441.82,0.13,75.6,Returned,57.4366,57.4366,-18.163399999999996
2024-05-14,France,Home Decor,327.39,0.28,39.28,Returned,91.6692,91.6692,52.3892
2024-05-14,France,Fashion,310.29,0.2,56.35,Cancelled,62.05800000000001,62.05800000000001,5.7080000000000055
2024-05-15,USA,Home Decor,907.05,0.28,57.03,Delivered,253.97400000000002,253.97400000000002,196.94400000000002
2024-05-16,Unknown,Fashion,210.23,0.18,65.92,Cancelled,37.8414,37.8414,-28.0786
2024-05-18,Canada,Home Decor,471.27,0.2,30.35,Delivered,94.254,94.254,63.904
2024-05-19,Germany,Electronics,1143.29,0.12,93.94,Delivered,137.1948,137.1948,43.25479999999999
2024-05-21,France,Beauty,1089.41,0.29,99.75,Not Available,315.9289,315.9289,216.1789
2024-05-22,USA,Home Decor,667.69,0.25,41.55,Delivered,166.9225,166.9225,125.37250000000002
2024-05-22,USA,Beauty,945.92,0.21,44.25,Not Available,198.64319999999998,198.64319999999998,154.39319999999998
2024-05-23,USA,Fashion,1258.2,0.12,15.63,Returned,150.984,150.984,135.354
2024-05-23,Canada,Beauty,1752.98,0.27,89.47,Not Available,473.30460000000005,473.30460000000005,383.8346
2024-05-23,Unknown,Fashion,388.84,0.22,48.24,Delivered,85.5448,85.5448,37.30479999999999
2024-05-24,UK,Sports,928.18,0.23,83.96,Cancelled,213.4814,213.4814,129.52140000000003
2024-05-26,Germany,Home Decor,728.49,0.27,44.45,Cancelled,196.69230000000002,196.69230000000002,152.2423
2024-05-26,USA,Fashion,416.65,0.27,19.17,Not Available,112.4955,112.4955,93.3255
2024-05-26,France,Fashion,1804.68,0.12,10.18,Returned,216.5616,216.5616,206.3816
2024-05-26,USA,Fashion,200.26,0.24,16.16,Not Available,48.0624,48.0624,31.902399999999997
2024-05-27,Germany,Fashion,243.4,0.12,50.52,Returned,29.208,29.208,-21.312000000000005
2024-05-27,UK,Home Decor,743.0,0.3,10.75,Returned,222.9,222.9,212.15
2024-05-29,Canada,Sports,884.99,0.25,95.63,Returned,221.2475,221.2475,125.6175
2024-05-29,Canada,Fashion,1770.71,0.06,79.55,Delivered,106.2426,106.2426,26.6926
2024-05-30,UK,Sports,1458.04,0.28,88.97,Delivered,408.25120000000004,408.25120000000004,319.2812
2024-05-30,France,Electronics,554.31,0.21,60.46,Delivered,116.40509999999999,116.40509999999999,55.94509999999999
2024-05-31,UK,Home Decor,286.7,0.06,48.95,Cancelled,17.201999999999998,17.201999999999998,-31.748000000000005
2024-05-31,UK,Electronics,1587.8,0.07,34.2,Cancelled,111.146,111.146,76.946
2024-05-31,France,Electronics,1405.53,0.27,96.46,Not Available,379.4931,379.4931,283.03310000000005
2024-06-01,Germany,Beauty,1325.87,0.05,29.59,Returned,66.2935,66.2935,36.70349999999999
2024-06-01,Germany,Beauty,1687.61,0.06,37.09,Returned,101.25659999999999,101.25659999999999,64.16659999999999
2024-06-03,Canada,Beauty,1525.67,0.21,32.79,Cancelled,320.3907,320.3907,287.60069999999996
2024-06-05,Unknown,Others,766.69,0.05,23.64,Not Available,38.334500000000006,38.334500000000006,14.694500000000005
2024-06-06,UK,Others,1025.6795811518323,0.17,72.65,Returned,174.3655287958115,174.3655287958115,101.71552879581151
2024-06-06,France,Home Decor,557.31,0.29,90.18,Cancelled,161.61989999999997,161.61989999999997,71.43989999999997
2024-06-06,Germany,Beauty,184.47,0.17,88.87,Returned,31.359900000000003,31.359900000000003,-57.5101
2024-06-08,Germany,Sports,1619.73,0.26,65.51,Not Available,421.12980000000005,421.12980000000005,355.61980000000005
2024-06-08,Canada,Beauty,665.04,0.12,12.27,Delivered,79.80479999999999,79.80479999999999,67.53479999999999
2024-06-08,Canada,Electronics,1084.09,0.28,43.65,Cancelled,303.5452,303.5452,259.89520000000005
2024-06-08,France,Others,1329.52,0.27,18.29,Delivered,358.97040000000004,358.97040000000004,340.6804
2024-06-09,USA,Fashion,1793.67,0.15,27.11,Cancelled,269.0505,269.0505,241.9405
2024-06-09,UK,Fashion,209.36,0.16,66.83,Delivered,33.497600000000006,33.497600000000006,-33.33239999999999
2024-06-09,Canada,Home Decor,1884.32,0.21,26.71,Returned,395.7072,395.7072,368.9972
2024-06-09,Unknown,Home Decor,337.53,0.15,69.98,Not Available,50.62949999999999,50.62949999999999,-19.35050000000001
2024-06-10,USA,Electronics,456.6,0.2,56.5,Not Available,91.32000000000001,91.32000000000001,34.82000000000001
2024-06-11,Unknown,Sports,97.17,0.15,68.97,Delivered,14.5755,14.5755,-54.3945
2024-06-11,France,Fashion,169.63,0.27,10.13,Delivered,45.8001,45.8001,35.6701
2024-06-13,Canada,Fashion,626.12,0.15,75.94,Cancelled,93.91799999999999,93.91799999999999,17.977999999999994
2024-06-15,USA,Sports,928.22,0.12,12.63,Not Available,111.3864,111.3864,98.7564
2024-06-17,USA,Sports,1060.25,0.17,24.44,Not Available,180.2425,180.2425,155.8025
2024-06-18,Germany,Home Decor,1103.02,0.28,74.65,Returned,308.84560000000005,308.84560000000005,234.19560000000004
2024-06-18,UK,Sports,1822.98,0.14,89.43,Cancelled,255.21720000000002,255.21720000000002,165.7872
2024-06-18,France,Beauty,1025.6795811518323,0.13,77.66,Cancelled,133.3383455497382,133.3383455497382,55.6783455497382
2024-06-18,USA,Sports,949.88,0.28,73.44,Not Available,265.9664,265.9664,192.52640000000002
2024-06-19,France,Beauty,1580.78,0.26,24.67,Not Available,411.0028,411.0028,386.33279999999996
2024-06-20,Unknown,Sports,1077.73,0.2,17.06,Delivered,215.54600000000002,215.54600000000002,198.48600000000002
2024-06-20,Unknown,Electronics,151.9,0.28,11.72,Not Available,42.532000000000004,42.532000000000004,30.812000000000005
2024-06-20,UK,Electronics,1025.6795811518323,0.09,35.72,Cancelled,92.3111623036649,92.3111623036649,56.5911623036649
2024-06-20,Germany,Fashion,1470.56,0.15,95.63,Not Available,220.58399999999997,220.58399999999997,124.95399999999998
2024-06-21,Canada,Home Decor,1025.6795811518323,0.18,15.99,Not Available,184.6223246073298,184.6223246073298,168.6323246073298
2024-06-22,Germany,Sports,1049.38,0.27,55.7,Returned,283.33260000000007,283.33260000000007,227.63260000000008
2024-06-23,UK,Beauty,1988.57,0.26,54.9,Delivered,517.0282,517.0282,462.1282
2024-06-24,UK,Fashion,102.98,0.12,50.62,Returned,12.3576,12.3576,-38.2624
2024-06-24,UK,Home Decor,1472.54,0.23,81.04,Delivered,338.68420000000003,338.68420000000003,257.6442
2024-06-27,Germany,Home Decor,1001.32,0.07,87.55,Delivered,70.09240000000001,70.09240000000001,-17.457599999999985
2024-06-28,France,Beauty,621.0,0.27,66.91,Not Available,167.67000000000002,167.67000000000002,100.76000000000002
2024-06-28,USA,Sports,1969.02,0.15,80.38,Returned,295.353,295.353,214.973
2024-06-29,UK,Electronics,489.37,0.29,65.47,Cancelled,141.91729999999998,141.91729999999998,76.44729999999998
2024-07-02,Germany,Home Decor,306.87,0.17,32.58,Returned,52.1679,52.1679,19.587900000000005
2024-07-04,France,Home Decor,346.6,0.12,69.55,Delivered,41.592,41.592,-27.958
2024-07-05,France,Sports,903.33,0.25,11.03,Cancelled,225.8325,225.8325,214.8025
2024-07-05,Unknown,Fashion,1889.0,0.16,76.41,Returned,302.24,302.24,225.83
2024-07-05,Unknown,Fashion,950.04,0.3,71.21,Returned,285.012,285.012,213.80200000000002
2024-07-06,France,Fashion,1319.21,0.25,67.66,Delivered,329.8025,329.8025,262.14250000000004
2024-07-06,Germany,Electronics,390.94,0.2,39.9,Cancelled,78.188,78.188,38.288000000000004
2024-07-06,UK,Electronics,1144.38,0.08,48.6,Not Available,91.55040000000001,91.55040000000001,42.95040000000001
2024-07-08,France,Sports,388.37,0.21,63.2,Returned,81.5577,81.5577,18.357699999999994
2024-07-08,Unknown,Beauty,1249.83,0.29,10.48,Not Available,362.4506999999999,362.4506999999999,351.9706999999999
2024-07-08,France,Electronics,73.61,0.21,88.43,Delivered,15.4581,15.4581,-72.9719
2024-07-08,Germany,Beauty,699.35,0.23,60.86,Returned,160.8505,160.8505,99.99050000000001
2024-07-09,UK,Fashion,1727.27,0.06,73.19,Cancelled,103.63619999999999,103.63619999999999,30.44619999999999
2024-07-09,UK,Fashion,1842.81,0.27,95.54,Returned,497.55870000000004,497.55870000000004,402.0187
2024-07-10,USA,Home Decor,1928.62,0.25,56.34,Delivered,482.155,482.155,425.81499999999994
2024-07-10,Canada,Electronics,584.61,0.17,16.58,Returned,99.3837,99.3837,82.8037
2024-07-12,Unknown,Others,702.3,0.25,78.8,Returned,175.575,175.575,96.77499999999999
2024-07-13,Germany,Beauty,207.17,0.21,58.2,Delivered,43.5057,43.5057,-14.694300000000005
2024-07-14,Unknown,Beauty,1647.17,0.14,90.02,Returned,230.60380000000004,230.60380000000004,140.58380000000005
2024-07-16,Canada,Sports,395.99,0.21,63.91,Cancelled,83.1579,83.1579,19.2479
2024-07-16,USA,Beauty,1540.53,0.09,35.89,Cancelled,138.6477,138.6477,102.75769999999999
2024-07-16,Unknown,Others,1041.3,0.25,19.53,Cancelled,260.325,260.325,240.795
2024-07-17,USA,Fashion,1130.74,0.26,18.34,Not Available,293.99240000000003,293.99240000000003,275.65240000000006
2024-07-19,Canada,Beauty,1534.19,0.09,62.88,Delivered,138.0771,138.0771,75.1971
2024-07-19,Unknown,Beauty,286.7,0.23,74.14,Not Available,65.941,65.941,-8.198999999999998
2024-07-20,Unknown,Electronics,1864.66,0.23,78.29,Delivered,428.87180000000006,428.87180000000006,350.58180000000004
2024-07-21,Canada,Fashion,371.39,0.06,96.85,Not Available,22.283399999999997,22.283399999999997,-74.5666
2024-07-24,Canada,Fashion,1432.05,0.08,42.27,Cancelled,114.564,114.564,72.29399999999998
2024-07-25,Germany,Home Decor,469.64,0.28,72.75,Returned,131.4992,131.4992,58.7492
2024-07-26,UK,Fashion,701.76,0.24,92.87,Not Available,168.42239999999998,168.42239999999998,75.55239999999998
2024-07-26,Germany,Beauty,1952.44,0.14,86.95,Not Available,273.3416,273.3416,186.39160000000004
2024-07-26,Unknown,Beauty,1671.81,0.28,33.42,Not Available,468.1068,468.1068,434.6868
2024-07-31,Germany,Beauty,724.89,0.11,39.84,Delivered,79.7379,79.7379,39.89789999999999
2024-08-01,USA,Beauty,304.89,0.08,73.84,Not Available,24.391199999999998,24.391199999999998,-49.448800000000006
2024-08-02,France,Fashion,324.39,0.24,75.05,Returned,77.8536,77.8536,2.803600000000003
2024-08-02,USA,Fashion,1116.06,0.18,28.83,Not Available,200.89079999999998,200.89079999999998,172.06079999999997
2024-08-02,Canada,Beauty,1025.6795811518323,0.24,54.78,Returned,246.16309947643973,246.16309947643973,191.38309947643972
2024-08-03,UK,Beauty,1249.68,0.06,45.39,Returned,74.9808,74.9808,29.5908
2024-08-04,France,Electronics,1232.19,0.17,82.98,Not Available,209.47230000000002,209.47230000000002,126.49230000000001
2024-08-05,UK,Home Decor,988.62,0.22,19.23,Returned,217.4964,217.4964,198.2664
2024-08-05,Canada,Fashion,1564.07,0.3,36.76,Not Available,469.22099999999995,469.22099999999995,432.46099999999996
2024-08-05,Germany,Home Decor,1984.71,0.2,49.3,Delivered,396.942,396.942,347.642
2024-08-07,Germany,Electronics,866.65,0.14,24.92,Not Available,121.331,121.331,96.411
2024-08-07,Canada,Electronics,1779.5,0.06,45.79,Not Available,106.77,106.77,60.98
2024-08-09,USA,Fashion,683.12,0.06,73.11,Delivered,40.9872,40.9872,-32.1228
2024-08-10,UK,Electronics,1025.6795811518323,0.26,72.29,Not Available,266.6766910994764,266.6766910994764,194.38669109947637
2024-08-11,Unknown,Home Decor,1729.67,0.19,34.17,Delivered,328.63730000000004,328.63730000000004,294.4673
2024-08-12,UK,Beauty,1700.7,0.14,35.87,Delivered,238.09800000000004,238.09800000000004,202.22800000000004
2024-08-12,France,Fashion,1915.18,0.14,70.54,Not Available,268.1252,268.1252,197.5852
2024-08-12,USA,Fashion,1549.99,0.06,46.41,Cancelled,92.9994,92.9994,46.5894
2024-08-13,Germany,Electronics,1025.6795811518323,0.06,87.29,Not Available,61.54077486910993,61.54077486910993,-25.749225130890075
2024-08-14,Germany,Sports,1290.55,0.07,84.23,Returned,90.33850000000001,90.33850000000001,6.1085000000000065
2024-08-14,USA,Home Decor,767.13,0.08,95.7,Returned,61.370400000000004,61.370400000000004,-34.3296
